rank,name,region
780,빅 대학교 – 카탈루냐 중앙대학교,스페인
781,올슈틴 바르미아-마주리 대학교,폴란드
782,와이오밍 대학교,미국
783,자그레브 대학교,크로아티아
784,사라고사 대학교,스페인
785,짐바브웨 대학교,짐바브웨
786,레이 후안 카를로스 대학교,스페인
787,베트남 국가대학교 (호치민시),베트남
788,와카야마 의과대학교,일본
789,왈라일락 대학교,태국
790,와세다 대학교,일본
791,원저우 의과대학교,중국
792,야르무크 대학교,요르단
793,영남대학교,대한민국
794,자헤단 의과대학교,이란
795,잔잔 의과대학교,이란
796,저장과학기술대학교,중국
797,아지바뎀 대학교,터키
798,아이치 의과대학교,일본
799,악데니즈 대학교,터키
800,아키타 대학교,일본
801,알발카 응용과학대학교,요르단
802,알자이투나 요르단 대학교,요르단
803,앙카라 대학교,터키
804,아시우트 대학교,이집트
805,아이딘 아드난 멘데레스 대학교,터키
806,바흐체셰히르 대학교,터키
807,반둥 공과대학교(ITB),인도네시아
808,바예로 대학교,나이지리아
809,벤하 대학교,이집트
810,볼링 그린 주립대학교,미국
811,부르사 울루다 대학교,터키
812,창궁 과학기술대학교,대만
813,청두 대학교,중국
814,조선대학교,대한민국
815,중산 의과대학교,대만
816,브라티슬라바 코멘뉴스 대학교,슬로바키아
817,단국대학교,대한민국
818,디클레 대학교,터키
819,도쿄 의과대학교,일본
820,도쿠즈 에일룰 대학교,터키
821,다우 보건과학대학교,파키스탄
822,디와이 파틸 대학교 푸네,인도
823,엣지 힐 대학교,영국
824,에르지예스 대학교,터키
825,파이윰 대학교,이집트
826,에스피리투 산투 연방대학교,브라질
827,고이아스 연방대학교,브라질
828,펠로타스 연방대학교,브라질
829,북리우그란데 연방대학교 (UFRN),브라질
830,산타마리아 연방대학교,브라질
831,상카를루스 연방대학교,브라질
832,피랏 대학교,터키
833,플루미넨시 연방대학교,브라질
834,가지 대학교,터키
835,조르제 에밀 팔라데 의과·약학·과학·기술대학교,루마니아
836,조지아 서던 대학교,미국
837,군마 대학교,일본
838,항저우 사범대학교,중국
839,헬완 대학교,이집트
840,효고 의과대학교,일본
841,비아나두카스텔루 공과대학교,포르투갈
842,국제 헬레닉 대학교,그리스
843,이쇼우 대학교,대만
844,이스탄불 메데니예트 대학교,터키
845,제주대학교,대한민국
846,장한 대학교,중국
847,가고시마 대학교,일본
848,강원대학교,대한민국
849,카셋삿 대학교,태국
850,카트만두 대학교,네팔
851,기타사토 대학교,일본
852,고치 대학교,일본
853,론드리나 주립대학교,브라질
854,매파룽 대학교,태국
855,매니지먼트 앤 사이언스 대학교 (MSU),말레이시아
856,마르마라 대학교,터키
857,비알리스톡 의과대학교,폴란드
858,루블린 의과대학교,폴란드
859,카토비체 실레시아 의과대학교,폴란드
860,소피아 의과대학교,불가리아
861,메트로폴리탄 자치대학교,멕시코
862,미에 대학교,일본
863,미니아 대학교,이집트
864,모하메드 5세 대학교 라바트,모로코
865,무타 대학교,요르단
866,코르도바 국립대학교,아르헨티나
867,라플라타 국립대학교,아르헨티나
868,근동대학교,북키프로스
869,네즈메틴 에르바칸 대학교,터키
870,니콜라우스 코페르니쿠스 대학교,폴란드
871,노던일리노이 대학교,미국
872,노바 사우스이스턴 대학교,미국
873,오바페미 아월로워 대학교,나이지리아
874,오이타 대학교,일본
875,올드 도미니언 대학교,미국
876,온타리오 공과대학교,캐나다
877,오사카 의약대학교,일본
878,파볼 요제프 사파릭 대학교,슬로바키아
879,하베리아나 교황청 대학교,콜롬비아
880,파라나 가톨릭 대학교,브라질
881,포트 사이드 대학교,이집트
882,포즈난 의과대학교,폴란드
883,프린스 오브 송클라 대학교,태국
884,콤 의과대학교,이란
885,리가 스트라딘슈 대학교,라트비아
886,리파 국제대학교,파키스탄
887,리츠메이칸 대학교,일본
888,사가 대학교,일본
889,스코페 키릴로스와 메토디오스 대학교,북마케도니아
890,사이타마 의과대학교,일본
891,삿포로 의과대학교,일본
892,셀주크 대학교,터키
893,샤히드 사두기 의과대학교,이란
894,샤르다 대학교,인도
895,시가 의과대학교,일본
896,시마네 대학교,일본
897,신슈 대학교,일본
898,쇼와 대학교,일본
899,시디 모하메드 벤 압델라 대학교,모로코
900,식샤 오 아누산단 대학교,인도
901,소피아 대학교,불가리아
902,사우스다코타 주립대학교,미국
903,사우스 밸리 대학교,이집트
904,쥘레이만 데미렐 대학교,터키
905,탄타 대학교,이집트
906,타라스 셰브첸코 키예프 국립대학교,우크라이나
907,테이쿄 대학교,일본
908,텍사스 주립대학교,미국
909,하셰미테 대학교,요르단
910,오픈 유니버시티,영국
911,토호 대학교,일본
912,도쿄 이과대학,일본
913,돗토리 대학교,일본
914,츠치 대학교,대만
915,칠레 자치대학교,칠레
916,성모 콘셉시온 가톨릭 대학교,칠레
917,마울레 가톨릭 대학교,칠레
918,무르시아 산안토니오 가톨릭 대학교(UCAM),스페인
919,델 데사롤로 대학교,칠레
920,리우데자네이루 주립대학교(UERJ),브라질
921,바이아 연방대학교,브라질
922,포르투알레그리 보건과학 연방대학교(UFCSPA),브라질
923,주이스지포라 연방대학교,브라질
924,세르지피 연방대학교,브라질
925,세아라 연방대학교(UFC),브라질
926,파라나 연방대학교(UFPR),브라질
927,루소포나 대학교,포르투갈
928,아순시온 국립대학교,파라과이
929,산프란시스코 데 키토 대학교,에콰도르
930,파자자란 대학교,인도네시아
931,시아쿨라 대학교,인도네시아
932,라몬 류이 대학교,스페인
933,세인트 조셉 대학교(베이루트),레바논
934,말레이시아 사라왁 대학교(UNIMAS),말레이시아
935,알리칸테 대학교,스페인
936,안티오키아 대학교,콜롬비아
937,서스위스 응용과학예술대학교,스위스
938,브라질리아 대학교,브라질
939,카디스 대학교,스페인
940,체스터 대학교,영국
941,콘셉시온 대학교,칠레
942,코스타리카 대학교,코스타리카
943,더비 대학교,영국
944,프랑슈콩테 대학교,프랑스
945,후쿠이 대학교,일본
946,터키 보건과학 대학교,터키
947,일로린 대학교,나이지리아
948,카라치 대학교,파키스탄
949,킨샤사 대학교,콩고민주공화국
950,라 라구나 대학교,스페인
951,레온 대학교,스페인
952,레스브리지 대학교,캐나다
953,마리보르 대학교,슬로베니아
954,크라이오바 의약대학교,루마니아
955,멤피스 대학교,미국
956,미야자키 대학교,일본
957,모나스티르 대학교,튀니지
958,뉴브런즈윅 대학교(UNB),캐나다
959,나이지리아 대학교(은수카),나이지리아
960,노비사드 대학교,세르비아
961,오라데아 대학교,루마니아
962,오스트라바 대학교,체코
963,프리모르스카 대학교,슬로베니아
964,푸에르토리코 대학교,푸에르토리코
965,산티아고 대학교(칠레),칠레
966,스팍스 대학교,튀니지
967,시즈오카 대학교,일본
968,사회복지재활과학대학교,이란
969,체스케부데요비체 남보헤미아 대학교,체코
970,사우스다코타 대학교,미국
971,스플리트 대학교,크로아티아
972,술라이마니 대학교,이라크
973,텍사스대학교 리오그란데밸리 캠퍼스,미국
974,로스안데스 대학교(칠레),칠레
975,로스안데스 대학교(콜롬비아),콜롬비아
976,프리스테이트 대학교,남아프리카공화국
977,류큐 대학교,일본
978,바야돌리드 대학교,스페인
979,울버햄프턴 대학교,영국
980,야마나시 대학교,일본
981,잠비아 대학교,잠비아
982,우스마누 단포디오 대학교(소코토),나이지리아
983,웨스턴 미시간 대학교,미국
984,쉬저우 의과대학교,중국
985,야마가타 대학교,일본
986,야마구치 대학교,일본
987,연변대학교,중국
988,예디테페 대학교,터키
989,자가지그 대학교,이집트
990,취리히 응용과학대학교(ZHAW),스위스
991,악사라이 대학교,터키
992,알나흐레인 대학교,이라크
993,앙카라 일드림 베야지트 대학교,터키
994,아스완 대학교,이집트
995,오스트랄 대학교(칠레),칠레
996,바하칼리포르니아 자치대학교,멕시코
997,바쉬켄트 대학교,터키
998,푸에블라 자치 대학교,멕시코
999,베즈미알렘 바키프 대학교,터키
1000,바라티 비디야피스 대학교,인도
1001,보고몰레츠 국립의과대학교,우크라이나
1002,볼루 아반트 이제트 바이살 대학교,터키
1003,보조크 대학교,터키
1004,부라파 대학교,태국
1005,세아라 주립대학교,브라질
1006,CES 대학교,콜롬비아
1007,주쿠로바 대학교,터키
1008,프라하 체코 공과대학교,체코
1009,다마스쿠스 대학교,시리아
1010,델로사리오 대학교,콜롬비아
1011,디포네고로 대학교,인도네시아
1012,뒤즈제 대학교,터키
1013,엘 보스케 대학교,콜롬비아
1014,에르진잔 비날리 일드름 대학교,터키
1015,에스키셰히르 오스망가지 대학교,터키
1016,라브라스 연방대학교,브라질
1017,마투그로수두술 연방대학교,브라질
1018,파라 연방대학교,브라질
1019,페르남부쿠 연방대학교,브라질
1020,비소사 연방대학교,브라질
1021,갈고티아스 대학교,인도
1022,가지안테프 대학교,터키
1023,GITAM 대학교,인도
1024,그리고레 T. 포파 의과약학대학교,루마니아
1025,하사누딘 대학교,인도네시아
1026,히티트 대학교,터키
1027,호르모즈간 의과대학교,이란
1028,후에 대학교,베트남
1029,이뇌뉘 대학교,터키
1030,이스탄불 아이드ın 대학교,터키
1031,이스탄불 메디폴 대학교,터키
1032,이스티니예 대학교,터키
1033,얀 코차노프스키 대학교(키엘체),폴란드
1034,가나자와 의과대학교,일본
1035,카라뷱 대학교,터키
1036,카라데니즈 공과대학교,터키
1037,크르칼레 대학교,터키
1038,크르셰히르 아히 에브란 대학교,터키
1039,코자엘리 대학교,터키
1040,라도케 아킨톨라 공과대학교,나이지리아
1041,라고스 주립대학교,나이지리아
1042,마하사라캄 대학교,태국
1043,마니사 젤랄 바야르 대학교,터키
1044,메누피아 대학교,이집트
1045,메르신 대학교,터키
1046,미스르 과학기술대학교,이집트
1047,묄라 시트키 코츠만 대학교,터키
1048,무힘빌리 보건과학대학교,탄자니아
1049,무스탄시리야 대학교,이라크
1050,나레수안 대학교,태국
1051,파키스탄 국립의과대학교(NUMS),파키스탄
1052,니테 대학교,인도
1053,남디 아지키웨 대학교,나이지리아
1054,온도쿠즈 마이즈 대학교,터키
1055,오르두 대학교,터키
1056,오비디우스 대학교(콘스탄차),루마니아
1057,파묵칼레 대학교,터키
1058,미나스 제라이스 가톨릭 대학교,브라질
1059,레제프 타이이프 에르도안 대학교,터키
1060,사카르야 대학교,터키
1061,세파코 마크가토 보건과학대학교,남아프리카공화국
1062,산시 의과대학교,중국
1063,시바스 줌후리옛 대학교,터키
1064,소하그 대학교,이집트
1065,스리나카린위롯 대학교,태국
1066,스리 라마찬드라 고등교육 및 연구기관,인도
1067,바이아 주립대학교,브라질
1068,폰타그로사 주립대학교,브라질
1069,탐마삿 대학교,태국
1070,토카트 가지오스만파샤 대학교,터키
1071,도쿄도립대학교,일본
1072,트라키아 대학교,터키
1073,브라쇼브 트란실바니아 대학교,루마니아
1074,안드레스 베요 대학교(UNAB),칠레
1075,멕시코 주립 자치대학교(UAEMex),멕시코
1076,누에보 레온 자치대학교(UANL),멕시코
1077,수르 과학대학교,페루
1078,델 바예 대학교,콜롬비아
1079,산타카타리나 주립대학교,브라질
1080,페이라데산타나 주립대학교(UEFS),브라질
1081,마링가 주립대학교,브라질
1082,파라나 서부 주립대학교(Unioeste),브라질
1083,마라냥 연방대학교(UFMA),브라질
1084,노비지울류 대학교(Uninove),브라질
1085,산탄데르 산업대학교(UIS),콜롬비아
1086,마요르 대학교,칠레
1087,응용과학 페루 대학교(UPC),페루
1088,볼리바르 가톨릭 대학교(UPB),콜롬비아
1089,산 이그나시오 데 로욜라 대학교,페루
1090,산토 토마스 대학교,칠레
1091,안달라스 대학교,인도네시아
1092,세벨라스 마렛 대학교,인도네시아
1093,수마테라 우타라 대학교,인도네시아
1094,하산 2세 대학교(카사블랑카),모로코
1095,모하메드 1세 대학교,모로코
1096,말레이시아 기술대학교(MARA),말레이시아
1097,개발학 대학교,가나
1098,바빌론 대학교,이라크
1099,바그다드 대학교,이라크
1100,바스라 대학교,이라크
1101,브라위자야 대학교,인도네시아
1102,에보라 대학교,포르투갈
1103,포르탈레자 대학교(UNIFOR),브라질
1104,과달라하라 대학교,멕시코
1105,과나후아토 대학교,멕시코
1106,켈라니야 대학교,스리랑카
1107,라 사바나 대학교,콜롬비아
1108,아메리카 대학교(UDLA),에콰도르
1109,카디 아이야드 대학교(마라케시),모로코
1110,몬테네그로 대학교,몬테네그로
1111,모술 대학교,이라크
1112,페르남부쿠 대학교,브라질
1113,파야오 대학교,태국
1114,포트하커트 대학교,나이지리아
1115,프리슈티나 대학교,코소보
1116,리예카 대학교,크로아티아
1117,르완다 대학교,르완다
1118,사라예보 대학교,보스니아 헤르체고비나
1119,수스 대학교,튀니지
1120,스리 자야와르데네푸라 대학교,스리랑카
1121,탈카 대학교,칠레
1122,발파라이소 대학교,칠레
1123,웨스트 아티카 대학교,그리스
1124,우샤크 대학교,튀르키예
1125,우즈호로드 국립대학교,우크라이나
1126,반 위즌쥬일 대학교,튀르키예
1127,비나야카 미션 연구재단,인도
1128,V.N. 카라진 하르키우 국립대학교,우크라이나
1129,종굴닥 뷸렌트 에제빗 대학교,튀르키예
